code,date_de1,date_do,gfwid,globalid,objectid,parties,resource,shape_Area,shape_Length,statut,sup_sig_ha,type
12971,,,5878d867-7b6d-4cf3-a4d8-a58e777e12f0,{39102FBC-7F92-4D9D-8AA4-F52991E988EA},1064,DEVON RESOURCES,"Au, Diamant",3444304.1727584195,7423.534999996424,Nouvelle Demande,340,PR (PP)
12972,,,c7509137-9bd0-4bc5-9590-ef9f94460305,{2C36A6A4-D8AD-443D-B94F-D88AD4A972D4},1065,DEVON RESOURCES,"Au, Diamant",10332917.831145009,24120.341800004244,Nouvelle Demande,1019,PR (PP)
12975,,,27f3049a-3c24-4991-9399-4e59f19ecde6,{5267FAE3-9A17-4B6A-BC1F-7C41AD39BA80},1068,DEVON RESOURCES,"Au, Diamant",6887731.166290848,14846.13560000062,Demande Approuvée,679,PR (PP)
12978,,,3979f3e8-d8fd-48e5-924a-93e8d1cf4243,{533C9512-8814-4AE1-9D0A-0F6C5660341E},1071,DEVON RESOURCES,"Au, Diamant",19803287.66132868,22268.780200004578,Nouvelle Demande,1952,PR (PP)
12979,,,39d43cf4-08d2-41b5-93da-76142c0b2979,{F7435772-373F-4BFF-8F9C-D42496A90146},1072,DEVON RESOURCES,"Au, Diamant",185087482.57237664,74223.34359999746,Nouvelle Demande,18246,PR (PP)
12981,,,eb552aff-d723-4ad9-9344-b82e7211fe2d,{FD9C6E1D-5F77-41AF-87B9-F3D237E70C57},1074,DEVON RESOURCES,"Au, Diamant",141201444.84888744,68661.79579999298,Nouvelle Demande,13920,PR (PP)
12982,,,8ee6685a-c49a-43a0-a6be-6e8c9cd06f50,{839FAA2A-675B-40C2-928F-E38325F7A9ED},1075,DEVON RESOURCES,"Au, Diamant",6026804.068709992,12991.721399992704,Nouvelle Demande,594,PR (PP)
12986,,,0af82ad5-e4d7-4d40-b994-eb18850da017,{8613580B-3E6F-4478-8703-D4C60C06CEF7},1078,DEVON RESOURCES,"Au, Diamant",111921940.82210481,51958.89459999651,Demande Approuvée,11033,PR (PP)
12987,,,fe2ef988-936b-4e1b-bb19-858236401f6a,{DDA80DB0-EA5A-4D6B-AA4C-85EBC54D0A78},1079,DEVON RESOURCES,"Au, Diamant",49934888.39097423,44536.04779999703,Nouvelle Demande,4923,PR (PP)
12988,,,00bfcc73-1f8e-47a8-8e3c-27162c4ab160,{190760E7-322A-4D8B-90C1-4BC56F0E99DF},1080,DEVON RESOURCES,"Au, Diamant",70604532.40767607,48247.761199995875,Demande Approuvée,6960,PR (PP)
12990,,,4cc3079d-5af5-430a-8bcb-03e7cab18906,{45666B74-299B-4178-B8E9-BDE0A161213A},1082,DEVON RESOURCES,"Au, Diamant",11191801.669527218,16700.19779999554,Demande Approuvée,1103,PR (PP)
12995,,,10d4c6fc-5eb1-4446-a802-d1af41875060,{4D4C164E-3D7E-4A28-851F-E43A32D2779C},1086,DEVON RESOURCES,"Au, Diamant",26693111.042712588,24126.90300000459,Nouvelle Demande,2631,PR (PP)
13000,,,dd07a389-305d-41bd-a9d6-948143499d22,{09C61FA7-06D1-4648-AADA-C6FCD4E6CF62},1091,GOLD DRAGON RESSOURCES RDC,"Au, Diamant, Nb-Ta, SnO2",155798297.26502186,72366.51460000128,Nouvelle Demande,15359,PR (PP)
13070,,,a90cfcad-8684-4947-bd2b-02a6a79b0221,{ECF154B4-6A05-44D9-ABD2-2C5BC485627A},1140,KATANGA MEGA MINING,"Au, Fe, Nb-Ta, Sn",246426033.02101657,64987.216800004244,Demande Approuvée,24293,PR (AS)
13071,,,f6851bcd-3982-479b-b3e2-50c9f0fbd83e,{AACA5A32-5D83-4909-B2E8-B5B3E7B14FFD},1141,KATANGA MEGA MINING,"Au, Fe, Nb-Ta, Sn",168884450.07519338,51982.23059999198,Demande Approuvée,16649,PR (AS)
13072,,,2b1bf19c-de34-434c-8b4a-5a7453d647b6,{F665DEA2-8B39-4C8A-8CDC-5066BA78E8EF},1142,KATANGA MEGA MINING,"Au, Fe, Nb-Ta, Sn",103385210.5586085,48251.188400000334,Demande Approuvée,10192,PR (AS)
137,2039-02-22T00:00:00Z,2009-02-23T00:00:00Z,a9382fb3-116e-44c3-8249-7244c3d4742c,{D6636AF1-DCE3-4340-B5DF-16F2B343BDF9},1202,KGL -SOMITURI,"Au, Diamant",30994946.088577706,22269.242600001395,Actif,3056,PE
140,2039-02-22T00:00:00Z,2009-02-23T00:00:00Z,2e2fbc3c-2c2a-48d0-b947-cb5967649dd2,{A59836E0-B5C5-4BBF-82A9-27ADF65EBD8D},1204,KGL -SOMITURI,"Au, Diamant",30993983.731305797,22268.896799996495,Actif,3055,PE
364,2023-08-19T00:00:00Z,2008-08-20T00:00:00Z,2f5ec257-e909-4455-9e38-7a1342e63122,{B5055494-E842-461B-8C57-E0D141C60DB6},1231,KALUBAMBA,Diamant,30986869.859446708,22266.340600006282,Droit Déchu,3055,PE
480,2023-08-19T00:00:00Z,2008-08-20T00:00:00Z,af38aeba-ec09-4bf0-8dd3-ec7c905d0c6a,{5A676C99-B118-4C00-A516-245D9B10A976},1282,KALUBAMBA,Au,17215170.8740033,20410.715999998152,Droit Déchu,1697,PE
4925,2036-09-19T00:00:00Z,2006-09-27T00:00:00Z,02496a17-5381-444c-a25f-3843d5522482,{78767EB0-639A-47C1-8E5C-64D2FDEF7410},1409,ITURI GOLD MINING COMPANY Sprl,Al,29264100.316037945,22265.8580000028,Actif-En Déchéance_NonPaiement,2885,PE
9691,2039-02-22T00:00:00Z,2009-02-23T00:00:00Z,c7f93262-0c42-451b-9aad-6d1dea6b1866,{76996A97-48A1-4D1A-879B-DAF1CD7ABCAA},1485,KGL -SOMITURI,"Au, Diamant",123976351.26091227,57526.08520000428,Actif,12222,PE
9692,2039-02-22T00:00:00Z,2009-02-23T00:00:00Z,2366375c-d3d3-4218-9da2-56a8fd7a4d56,{0BA59270-58BF-4B9E-9928-8B0BB2F5CB48},1486,KGL -SOMITURI,"Au, Diamant",86963938.8697793,53819.652800001204,Actif,8573,PE
9693,2039-02-22T00:00:00Z,2009-02-23T00:00:00Z,5dbeb3e8-cbd6-4cab-bfdb-36a5e5aad4b2,{5396B7DB-943F-4E47-B9A5-7FA0C6DE08AD},1487,KGL -SOMITURI,"Au, Diamant",123967260.35420418,55668.16259999573,Actif,12221,PE
9694,2039-02-22T00:00:00Z,2009-02-23T00:00:00Z,1e135070-97c4-42ec-9820-ef5ec1bae701,{9F1DFC8C-5847-4ADF-91E3-CE6A2F58072A},1488,KGL -SOMITURI,"Au, Diamant",123992719.67829257,55672.64860000461,Actif,12223,PE
9695,2039-02-22T00:00:00Z,2009-02-23T00:00:00Z,65a638f3-23a2-447c-9c48-ffea0bdc388c,{0975C193-35AB-4013-A462-A6055284BFCE},1489,KGL -SOMITURI,"Au, Diamant",61985078.16551386,40824.62760000676,Actif,6111,PE
11970,2041-06-02T00:00:00Z,2011-06-03T00:00:00Z,afa39839-58f1-4298-9539-763642058cea,{237AE565-6D56-4429-B4A5-7B8A51E7076E},1521,GOLD DRAGON RESSOURCES RDC,"Au, Diamant",27544758.675748322,22266.691599994898,Actif,2715,PE
11971,2041-06-02T00:00:00Z,2011-06-03T00:00:00Z,9f74b8a5-46d4-4ddf-9366-9d923acc2484,{E875576B-A284-4ACE-AA32-840132D407D0},1522,GOLD DRAGON RESSOURCES RDC,"Au, Diamant",30988568.594696958,22266.950999990106,Actif,3055,PE
139,2007-12-14T00:00:00Z,2007-04-10T00:00:00Z,f703bca5-7e79-4129-a850-9b70fa181c04,{8DAD4E39-B25B-4C35-9B8A-2F4BD5F5C9C8},1732,SOCIETE MINIERE DE L'ITURI,"Au, Diamant",30992031.74425146,22268.195399992168,Radiation en cours,3055,PR (PP)
145,2007-12-14T00:00:00Z,2007-04-10T00:00:00Z,39559cc2-27b7-40d2-bbcc-c6c2b2e1ef48,{4FDDAF78-B443-4E59-A481-EA85F6E1648D},1733,SOCIETE MINIERE DE L'ITURI,"Au, Diamant",30991413.36429374,22267.973200000823,Radiation en cours,3055,PR (PP)
1374,2012-10-10T00:00:00Z,2010-08-24T00:00:00Z,12db8d01-2430-403e-b0ab-fb314ae4935d,{5D99D2FD-D1C5-4C76-982C-ACF60F391EAE},2010,LONCOR RESOURCES CONGO Sprl,"Ag, Au, Co, Cu, Nb, Pt, Sn, Ta, Wolfram",309813924.0274475,77925.48440000415,Actif-En Force Majeure,30542,PR (AS)
1375,2012-10-10T00:00:00Z,2008-10-24T00:00:00Z,5b1b3f75-1715-4ab8-a66c-ee93652d14e6,{160653A3-C257-45E0-8A85-EAC7D8AB6C5D},2011,LONCOR RESOURCES CONGO Sprl,"Ag, Au, Co, Cu, Nb, Pt, Sn, Ta, Wolfram",395873713.39249605,79780.58160000294,Actif-En Force Majeure,39026,PR (AS)
1376,2012-10-10T00:00:00Z,2008-08-24T00:00:00Z,2c1b021f-9203-42a0-b2cf-fa8f582aff75,{13BB4ADD-DB48-494E-B660-E76D7A1F13BF},2012,LONCOR RESOURCES CONGO Sprl,"Ag, Au, Co, Cu, Nb, Pt, Sn, Ta, Wolfram",98107594.67772377,70503.84399999678,Actif-En Force Majeure,9672,PR (AS)
1714,2013-12-27T00:00:00Z,2009-03-10T00:00:00Z,67360990-fedf-4bf9-9e8c-dc3c653dc7b2,{C3B41DFE-8ACF-476A-99DF-D8433872AAC7},2093,BANRO CONGO MINING Sarl,"Ag, Au, Co, Cu, Nb, Pt, Sn, Ta",120484185.35797954,66793.1338,Actif-En Force Majeure,11877,PR (AS)
1715,2013-12-27T00:00:00Z,2009-03-10T00:00:00Z,b3002a8f-6efa-4f91-a8e5-e6a677959154,{53733A2F-E3A9-4CAB-93A5-0B23EE7B6860},2094,BANRO CONGO MINING Sarl,"Ag, Au, Co, Cu, Nb, Pt, Sn, Ta, Wolfram",393292174.4929621,79780.60400000215,Actif-En Force Majeure,38771,PR (AS)
1716,2013-12-27T00:00:00Z,2009-03-10T00:00:00Z,2b51f3eb-7260-46cf-ba77-057dda9f5866,{22D3683B-D734-41C5-843F-F727F942ED04},2095,BANRO CONGO MINING Sarl,"Ag, Au, Co, Cu, Nb, Pt, Sn, Ta, Wolfram",395873713.39249605,79780.58160000294,Actif-En Force Majeure,39026,PR (AS)
1800,2017-02-09T00:00:00Z,2012-02-10T00:00:00Z,9ddfbac9-3966-4e25-a74c-e00b129f6e60,{9E73F922-DAEF-4ACD-AE24-45FD1582D594},2119,RIO TINTO EXPLORATION DRC ORIENTALE SPRL,"Au, Cu, Fe, Pb, Zn",169628230.5240285,85364.20160000771,Actif-En cours de Cession Totale,16722,PR (AS)
1801,2017-02-09T00:00:00Z,2012-02-10T00:00:00Z,13e43c93-f162-47a4-a963-5e51636ac765,{C91E0796-8D0E-474F-AB4D-D8A47635971E},2120,RIO TINTO EXPLORATION DRC ORIENTALE SPRL,"Au, Cu, Fe, Pb, Zn",173920147.86864534,150316.57299999893,Actif-En cours de Cession Totale,17145,PR (AS)
1802,2017-02-09T00:00:00Z,2012-02-10T00:00:00Z,036e0926-b416-4ce9-9ea7-c024d769d52e,{22AA79CD-85BC-4475-9279-CB4FD532A95E},2121,RIO TINTO EXPLORATION DRC ORIENTALE SPRL,"Au, Cu, Fe, Pb, Zn",164436537.82177565,122473.7797999978,Actif-En cours de Cession Totale,16210,PR (PP)
1803,2017-02-09T00:00:00Z,2012-02-10T00:00:00Z,e41f4809-b6bc-42b6-a54f-33d0fba2d05d,{ACA27980-E6B6-4E39-9A9B-603B16CC6121},2122,RIO TINTO EXPLORATION DRC ORIENTALE SPRL,"Au, Cu, Fe, Pb, Zn",184228396.67313668,81648.29500000179,Actif-En cours de Cession Totale,18162,PR (AS)
1804,2017-02-09T00:00:00Z,2012-02-10T00:00:00Z,d37ddeb0-30d9-4fe4-bd57-6e7bf63d4612,{7514FCAF-7340-471E-911F-557CCC45F9C1},2123,RIO TINTO EXPLORATION DRC ORIENTALE SPRL,"Au, Cu, Fe, Pb, Zn",124850776.6096383,59386.3273999989,Actif-En cours de Cession Totale,12308,PR (AS)
1805,2017-02-09T00:00:00Z,2012-02-10T00:00:00Z,125f83c6-a67e-4c81-a56f-12718c2e6e18,{04AC093E-D0D2-4BE5-AE16-6BEB2C4591D0},2124,RIO TINTO EXPLORATION DRC ORIENTALE SPRL,"Au, Cu, Fe, Pb, Zn",176502400.0998427,83507.08380000293,Actif-En cours de Cession Totale,17400,PR (AS)
1806,2017-02-09T00:00:00Z,2012-02-10T00:00:00Z,5251899f-1d8a-4edf-8ed8-dda23e2bb445,{97E3BF8A-2B54-4779-9553-8CDB9D0AA75E},2125,RIO TINTO EXPLORATION DRC ORIENTALE SPRL,"Au, Cu, Fe, Pb, Zn",86954145.18490107,46395.21620000154,Actif-En cours de Cession Totale,8572,PR (AS)
1807,2017-02-09T00:00:00Z,2012-02-10T00:00:00Z,8aeb4898-3ed1-438d-8a01-ba71d01ebf5a,{6C126B96-DB49-4B93-91F5-97152045419D},2126,RIO TINTO EXPLORATION DRC ORIENTALE SPRL,"Au, Cu, Fe, Pb, Zn",119662061.4457982,59380.75959999859,Actif-En cours de Cession Totale,11796,PR (AS)
2228,2012-02-04T00:00:00Z,2007-02-05T00:00:00Z,d068c3c8-5bb4-4cd9-b9e9-112fdc85a724,{5870B101-43C5-49D5-92FD-8870D0FE91C9},2219,KGL-ERW Sprl,"Ag, Au, Nb, Ta",397873001.8546047,83515.92779999971,Radiation en cours,39223,PR (AS)
2229,2017-02-04T00:00:00Z,2012-02-05T00:00:00Z,2e2ca0c7-2c88-40c7-85b2-9a9d4ec758ef,{BE0A980D-3645-47CC-8B6F-9716FF1013C6},2220,SOCIETE KWR IRON SPRL,"Ag, Au, Fe, Nb, Ta",127455922.47399071,64957.14479999989,Actif-En cours de Cession Totale,12565,PR (AS)
2230,2017-02-04T00:00:00Z,2012-02-05T00:00:00Z,c5db098f-5adc-435a-a8ed-efec7d130c47,{EDD8B9BC-2F07-43FC-89DC-0C1E90744344},2221,SOCIETE KWR IRON SPRL,"Ag, Au, Fe, Nb",155862016.44136864,77945.56560000032,Actif-En cours de Cession Totale,15365,PR (AS)
2231,2017-02-04T00:00:00Z,2012-02-05T00:00:00Z,3fc58725-8022-40c1-a205-9b07f684f1b8,{0C7CC329-5A15-4E2D-AB9F-D4C5D9639613},2222,SOCIETE KWR IRON SPRL,"Ag, Au, Nb, Ta",198917975.83827114,57534.39099999517,Actif-En cours de Cession Totale,19610,PR (AS)
2288,2017-02-04T00:00:00Z,2012-02-05T00:00:00Z,c8139eb3-1988-4760-8a28-7b5b42591a13,{F6AA59DE-9CDD-49D6-8953-91524E4AB11A},2232,SOCIETE KWR IRON SPRL,"Ag, Au, Cr, Fe, Nb, Sn, Ta",174894022.1875596,64977.42379999161,Actif-En cours de Cession Totale,17242,PR (AS)
2289,2017-02-04T00:00:00Z,2012-02-05T00:00:00Z,6a498c7e-4a7a-4105-a192-d8738df5b88b,{54070C9F-76E0-4165-BA60-738B6BE9B140},2233,SOCIETE KWR IRON SPRL,"Ag, Au, Cr, Fe, Nb, Sn, Ta",196411203.08691266,64967.34559999406,Actif-En cours de Cession Totale,19363,PR (AS)
2290,2017-02-04T00:00:00Z,2012-02-05T00:00:00Z,13ac1b27-1ccb-4ca9-8891-b09ce49bca4f,{11A0CDB3-02C3-47B4-BAB4-869B19CF19C0},2234,SOCIETE KWR IRON SPRL,"Ag, Au, Cr, Fe, Nb, Sn, Ta",191241972.36162663,64967.34539999813,Actif-En cours de Cession Totale,18853,PR (AS)
2293,2012-02-04T00:00:00Z,2007-02-05T00:00:00Z,1308cb10-2d7c-4289-a13d-9474a54fe1a0,{FFE3BD9C-4069-4D4C-845B-D49B26F33B6A},2237,KGL-ERW Sprl,"Ag, Cr, Nb, Sn, Ta",403091412.31322354,83533.1726000011,Radiation en cours,39738,PR (AS)
2294,2012-02-04T00:00:00Z,2007-02-05T00:00:00Z,7458b216-8cfc-4267-99a4-3f37c7e95383,{CE8EAF2C-F229-449F-B3DB-C3901BBA0786},2238,KGL-ERW Sprl,"Ag, Cr, Nb, Sn, Ta",404818076.4555556,81673.41620000452,Radiation en cours,39908,PR (AS)
2618,2011-10-09T00:00:00Z,2006-10-10T00:00:00Z,7d56b3d6-7bea-482a-851b-33ac1282a995,{7BCC0E2C-2E9E-4012-B463-60C9BF4BC4AA},2312,MASTERS,"Au, Diamant",153192879.18434036,51951.752800002694,Actif-En Renouvellement,15102,PR (AS)
2619,2011-10-09T00:00:00Z,2006-10-10T00:00:00Z,ecb7fc33-d29b-4f16-9f83-cbf3b51fec09,{9133AE58-357F-4EC9-8B29-5368A20E3416},2313,MASTERS,"Au, Diamant",148032993.91873837,57517.39320000261,Actif-En Renouvellement,14593,PR (AS)
2622,2011-10-09T00:00:00Z,2006-10-10T00:00:00Z,0c77ed21-c75e-4c59-8179-97837e32b9d6,{C68F8B0A-EF39-4BE5-9712-0AA037BFADDB},2315,KGL-MASTERS,"Au, Diamant",285756407.14382035,83498.14279999584,Radiation en cours,28170,PR (AS)
2625,2011-10-09T00:00:00Z,2006-10-10T00:00:00Z,39bb908a-ab8c-4875-ab8d-1b7981af0091,{A79EEDDA-EE56-45DA-83C5-26DBA0DB0BFA},2318,MASTERS,"Au, Diamant",155024841.67800555,53817.84319999814,Actif-En Renouvellement,15283,PR (AS)
2626,2011-10-09T00:00:00Z,2006-10-10T00:00:00Z,a2330138-a0e3-4607-b43b-3a0521ec7e04,{98EEA045-79F9-44A8-AF1E-93285EDCA239},2319,MASTERS,"Au, Diamant",155033110.86252913,53818.7346000001,Actif-En Renouvellement,15284,PR (AS)
2628,2011-10-09T00:00:00Z,2006-10-10T00:00:00Z,aa0a24e6-f742-4835-a3c4-7d4abd201acd,{D59EFC52-A1E0-4BB0-A87C-ADD7E266A59E},2321,MASTERS,"Au, Diamant",161805519.47863823,59375.7434,Actif-En Renouvellement,15951,PR (AS)
2631,2011-10-09T00:00:00Z,2006-10-10T00:00:00Z,4fcac5b2-5081-4ebe-845b-070d05962d40,{EC525A0C-77AD-4678-BA82-9339DD8A3F13},2324,MASTERS,"Au, Diamant",172126390.9578636,55662.93779999763,Actif-En Renouvellement,16968,PR (AS)
2632,2011-10-09T00:00:00Z,2006-10-10T00:00:00Z,b4acbcca-cbb9-461a-8338-fdabc92d08f8,{8440E0EA-F0EC-421F-903E-43EEE062A775},2325,MASTERS,"Au, Diamant",158362809.7626642,55664.53040000796,Actif-En Renouvellement,15612,PR (AS)
2633,2011-04-03T00:00:00Z,2007-04-04T00:00:00Z,a8c6bc35-a4db-4074-8b2d-f8efec059bdf,{1290C3EC-089F-4DB8-B8E9-F73430612C25},2326,MASTERS,"Au, Diamant",344252366.28731966,74216.15639999509,Radiation en cours,33937,PR (PP)
2634,2011-10-09T00:00:00Z,2006-10-10T00:00:00Z,c888550f-b5dd-4227-81ef-2b0f109549c1,{96E3FFA3-5704-4BF5-A277-B8879B6A926D},2327,MASTERS,"Au, Diamant",313282580.80991864,85351.31040000916,Radiation en cours,30884,PR (AS)
2635,2011-10-09T00:00:00Z,2006-10-10T00:00:00Z,f1a3926e-5bcd-4abb-b31a-9598c20cfb9f,{5ADEFB3E-972B-4DE3-984E-8B7D1087B95C},2328,MASTERS,"Au, Diamant",172127925.3028954,55661.51819999516,Actif-En Renouvellement,16969,PR (AS)
2636,2011-10-09T00:00:00Z,2006-10-10T00:00:00Z,a8271bdd-b6b7-4403-a632-bfaeec36cf6a,{1035CCAA-6A5A-49FC-B630-E91EDB1DB25C},2329,MASTERS,"Au, Diamant",172133777.93973425,55664.53040000796,Actif-En Renouvellement,16969,PR (AS)
2781,2011-10-09T00:00:00Z,2006-10-10T00:00:00Z,a9ad320c-bdc3-4840-862b-01c6780f7b90,{B33B6464-BE9C-4DEA-963F-0F123242908D},2352,MASTERS,"Au, Diamant",172126390.9577945,55662.93779999018,Actif-En Renouvellement,16968,PR (AS)
2792,2011-10-09T00:00:00Z,2006-10-10T00:00:00Z,b69ca46f-0981-468b-a63e-855b54df8ae6,{2479DF6A-0DA6-433A-A84F-D3B7BA3801CA},2358,MASTERS,"Au, Diamant",135980914.96900153,61228.581600002944,Actif-En Renouvellement,13405,PR (AS)
2793,2011-10-09T00:00:00Z,2006-10-10T00:00:00Z,99dc4128-ccc6-4f00-b3df-a8193c6380de,{AB47F959-DBFC-4309-A4C7-C6E67FD9ED0B},2359,MASTERS,"Au, Diamant",102507344.9090714,57540.47679999471,Actif-En Renouvellement,10105,PR (AS)
2805,2013-01-25T00:00:00Z,2009-01-26T00:00:00Z,b27e1e75-70f3-4b3c-acad-ddf4eca5b291,{A2FF894B-FB2E-42A5-AAA7-367E1BA09CB8},2370,MASTERS,"Au, Diamant",169551504.47944528,57519.82540000975,Actif-En Renouvellement,16715,PR (PP)
3368,2013-09-11T00:00:00Z,2011-06-01T00:00:00Z,f5a327aa-2289-482f-b538-aa1fb2915fd8,{BA0CEE34-CF23-40F4-9AED-3C90A198D193},2514,GOLDBELTS EXPLORATION AND MINING Sprl,"Au, Cu, Sn",172132049.79334623,103905.23739998788,Actif-En Renouvellement,16969,PR (PP)
3374,2013-09-11T00:00:00Z,2011-06-01T00:00:00Z,ae87acb0-0d40-4ac1-88ab-3ea98d9a5c18,{36434FC7-3154-422E-BA97-D9BD9B9B2E63},2516,GOLDBELTS EXPLORATION AND MINING Sprl,"Ag, Au, Co, Cu, Nb, Pt, Sn, Ta, Wolfram",172124735.9996124,98336.71060001105,Actif-En Renouvellement,16968,PR (PP)
4827,2013-04-06T00:00:00Z,2008-04-07T00:00:00Z,a29c2460-1e37-4f0f-b213-0e1f41763de7,{E787F88A-79B6-4086-8068-F73A9D5F207B},2809,KGL-SIHU,Au,30995367.432579733,22269.39400000125,Radiation en cours,3056,PR (PP)
4828,2013-04-06T00:00:00Z,2008-04-07T00:00:00Z,f3eb5bb4-ca02-476e-be18-d980bb1bb31c,{DE667F73-4F5B-437C-8D9E-2E9ED6B6BFA1},2810,KGL-SIHU,Au,31010380.5356096,22274.78860000521,Radiation en cours,3057,PR (PP)
4829,2013-04-06T00:00:00Z,2008-04-07T00:00:00Z,334b64a5-6dae-4726-b1d2-d27a21906909,{C41363DE-B8A6-497B-B124-BCD9D63449D5},2811,KGL-SIHU,Au,31009983.682123926,22274.645999990404,Radiation en cours,3057,PR (PP)
4832,2013-04-06T00:00:00Z,2008-04-07T00:00:00Z,1ad224d5-137a-4551-b116-bc998ca4f421,{A1B74A5A-5CAB-4117-B046-B451BF2ECAAF},2813,KGL-SIHU,Au,30996375.430559993,22269.756200000644,Radiation en cours,3056,PR (PP)
4835,2013-04-06T00:00:00Z,2008-04-07T00:00:00Z,218fa47d-6a9e-47cf-a0e0-86f856a613e6,{4E30D4FC-B7A6-4930-9F5D-A01BB19EFE76},2816,KGL-SIHU,Au,30997719.057140447,22270.23900000751,Radiation en cours,3056,PR (PP)
4836,2013-04-06T00:00:00Z,2008-04-07T00:00:00Z,699604a2-909b-4677-a6f6-9eb6bcf8031a,{D5F2EEDE-BADF-463E-900A-29AC10251F1F},2817,KGL-SIHU,Au,30987645.75615814,22266.619400002062,Radiation en cours,3055,PR (PP)
4861,2012-07-18T00:00:00Z,2007-07-19T00:00:00Z,067a22d8-9571-44e6-8221-14932c13ac17,{E9B27E12-519C-49DC-BC1B-179B94EE8049},2840,Top Fric,Au,30987646.312901083,22266.619600005448,Radiation en cours,3055,PR (AS)
4862,2012-07-18T00:00:00Z,2007-07-19T00:00:00Z,bdc3e96c-e811-416e-b8b4-f74ffc9e6a68,{E0F665CA-B24A-4A03-8CCE-4D0D269E0B5F},2841,Top Fric,Au,30988255.23035693,22266.838399998844,Radiation en cours,3055,PR (AS)
4980,2011-10-26T00:00:00Z,2006-10-27T00:00:00Z,c74d75fb-9538-43a0-893e-333bba5033f3,{56154810-E176-4FB2-98E8-255C50127622},2848,GOLDEN VALLEY SERVICES Ltd,"Au, Diamant",6887421.883522395,14844.208200000226,Actif-En Force Majeure,679,PR (AS)
4985,2011-10-26T00:00:00Z,2006-10-27T00:00:00Z,95d1bd54-6bbf-4f38-b2e6-4105cfa734e3,{E13EA17C-1685-46EA-BFBA-9FC38C78AFE2},2852,GOLDEN VALLEY SERVICES Ltd,"Au, Diamant, Fe",8609290.941319074,14844.208400003612,Actif-En Force Majeure,849,PR (AS)
4987,2011-10-26T00:00:00Z,2006-10-27T00:00:00Z,01338dcb-5327-46ae-b3d2-1d951036631c,{77706CFC-FE7B-484F-9F11-F29C8B49172D},2854,GOLDEN VALLEY SERVICES Ltd,"Au, Diamant, Fe",15496559.111150121,16700.26740000397,Actif-En Force Majeure,1528,PR (PP)
4988,2011-10-26T00:00:00Z,2006-10-27T00:00:00Z,5b111e8c-0771-46a3-addc-af44c617992f,{30DB4B79-0F95-4560-8527-4B8F88F25777},2855,GOLDEN VALLEY SERVICES Ltd,"Au, Diamant, Fe",15496559.389570754,16700.267600007355,Actif-En Force Majeure,1528,PR (PP)
5315,2011-10-09T00:00:00Z,2006-10-10T00:00:00Z,fc290a9f-ac45-4bb8-b581-47b25217123c,{0BD4DB7E-8A15-420D-AD1F-91A534D915B2},2984,Théophas Mahuku,Fe,344340870.8128787,74225.6969999969,Radiation en cours,33946,PR (AS)
6815,2011-06-20T00:00:00Z,2007-06-21T00:00:00Z,27876c9d-524c-4682-be1c-a911e3e1ff9d,{0F835D88-EE44-439B-9CC1-086221A3C4DC},3235,KEL- EX DEVELOPMENTS SPRL,"Ag, Au, Diamant, Nb, Ta",294380120.5431276,89065.91740000248,Radiation en cours,29020,PR (PP)
6913,2012-06-20T00:00:00Z,2007-06-21T00:00:00Z,dfcd3372-9d64-41d1-91f7-325f64a51329,{B6FB2C63-1D12-44FA-8532-60F4BD6C5118},3267,Alex Mutombo Tshibungubungu,"Au, Nb, Sn, Ta, Wolfram",313267536.82585716,76072.40380000323,Radiation en cours,30882,PR (AS)
6985,2012-04-03T00:00:00Z,2007-04-04T00:00:00Z,40b22bba-d6c6-4e82-bd05-49f72f1c1283,{90D5354D-58CD-4647-8F55-7D54C7929391},3300,Justin Masimango Mbaruku,Au,354070308.27779824,77961.51160000265,Radiation en cours,34905,PR (AS)
7162,2012-06-20T00:00:00Z,2007-06-21T00:00:00Z,7b7e254f-99a8-4ba1-9af4-aa174fce37c2,{561F6EEA-846D-4139-8075-9001CD3A99CB},3355,ORKA,Au,39627169.8738226,25990.124800004065,Renouvellment Octroi,3907,PR (AS)
7163,2012-06-20T00:00:00Z,2007-06-21T00:00:00Z,5e055709-4412-45d9-b393-075bb6b2ae1b,{23B8974F-F16F-484F-9D18-356D1B9F6712},3356,ORKA,"Au, Sn",34427321.27698393,24120.850200004876,Renouvellment Octroi,3394,PR (AS)
7264,2013-07-05T00:00:00Z,2011-07-06T00:00:00Z,980e8a10-75f2-4896-8ed7-1998f8647cad,{56A058D7-4250-4405-86BF-9B6C9677F70A},3401,BUNIA ENGENEERING,"Au, Diamant, Nb-Ta",72307051.52802147,46385.19659999758,Actif-Transformation PR en PEPM,7128,PR (PP)
7265,2013-07-05T00:00:00Z,2011-07-06T00:00:00Z,5f5befd5-b49d-4567-baef-262dfbe709a1,{92A6C5EF-0B13-42AD-BFE7-31883901439F},3402,BUNIA ENGENEERING,"Au, Diamant, Nb, Ta",98123024.94812948,46385.324400000274,Actif-Transformation PR en PEPM,9673,PR (PP)
7426,2012-06-28T00:00:00Z,2007-06-29T00:00:00Z,5f1f6b72-4761-4c00-bbe0-80d912ec0bb6,{BBACD454-1D02-4917-8C1F-341D3F259AC9},3426,ORKA,"Au, Pt, Sn",31010058.193185218,24128.223799988627,Renouvellment Octroi,3057,PR (AS)
